,Filename,Percentage Increase
0,galaxy_594246_xz.png,7.297468567087777
1,galaxy_599651_yz.png,4.4276638293183055
2,galaxy_568303_yz.png,14.604899612755638
3,galaxy_572457_xy.png,5.5047158473193765
4,galaxy_594246_xy.png,7.654755004089551
5,galaxy_599244_yz.png,2.2873521870107605
6,galaxy_572457_xz.png,8.520973719498427
7,galaxy_572457_yz.png,7.3380233737604765
8,galaxy_599244_xz.png,4.254142828577934
9,galaxy_568303_xy.png,11.324495079733898
10,galaxy_599651_xy.png,4.849659384267132
11,galaxy_599244_xy.png,2.8386954886184554
12,galaxy_568303_xz.png,12.133147586366348
13,galaxy_599651_xz.png,5.750911249588519
14,galaxy_594246_yz.png,8.65741738250443
15,galaxy_601194_xz.png,3.959897264289284
16,galaxy_596400_yz.png,9.523918054854253
17,galaxy_565537_yz.png,19.529113111491178
18,galaxy_600743_yz.png,16.397323382759602
19,galaxy_583451_xy.png,6.68484662364787
20,galaxy_601194_xy.png,4.047374405217707
21,galaxy_583451_xz.png,6.736139290488253
22,galaxy_583451_yz.png,6.574624956149822
23,galaxy_600743_xy.png,17.386404835185594
24,galaxy_565537_xy.png,21.020759314741248
25,galaxy_596400_xy.png,7.292957256032645
26,galaxy_600743_xz.png,15.922672369089154
27,galaxy_565537_xz.png,21.295925792692568
28,galaxy_596400_xz.png,6.683577817413614
29,galaxy_601194_yz.png,4.426629987201505
30,galaxy_595994_yz.png,10.600970072855324
31,galaxy_590012_xz.png,7.184380337356781
32,galaxy_603281_yz.png,8.203772160934443
33,galaxy_590012_xy.png,5.336646014103956
34,galaxy_585079_yz.png,9.044356291129
35,galaxy_602130_yz.png,13.185293407917209
36,galaxy_602130_xz.png,18.067824272216267
37,galaxy_585079_xz.png,9.11385867707213
38,galaxy_603281_xy.png,8.357814636337812
39,galaxy_595994_xy.png,12.261156037555725
40,galaxy_602130_xy.png,16.269925838275608
41,galaxy_585079_xy.png,13.082543599354224
42,galaxy_590012_yz.png,3.8290692436904497
43,galaxy_603281_xz.png,12.380094873811347
44,galaxy_595994_xz.png,12.31867525350866
45,galaxy_574883_yz.png,11.035724179381946
46,galaxy_562338_xy.png,8.706360408170266
47,galaxy_603004_xy.png,5.511059878490657
48,galaxy_597311_yz.png,7.942186608972011
49,galaxy_563050_yz.png,12.671755832807992
50,galaxy_562338_xz.png,4.65877453524685
51,galaxy_603004_xz.png,5.049331891280223
52,galaxy_597311_xy.png,14.670642572819492
53,galaxy_562338_yz.png,4.61598756945833
54,galaxy_603004_yz.png,5.365029679492496
55,galaxy_574883_xy.png,12.19780971148991
56,galaxy_563050_xz.png,13.755551320980016
57,galaxy_597311_xz.png,15.695180110569414
58,galaxy_574883_xz.png,10.035622909847323
59,galaxy_563050_xy.png,12.456246744278447
